Feature1,Feature2,Correlation,Notes
domestic_gross,profit,0.9399144440576667,Domestic gross drives profit; enhance domestic market strategies.
tn_domestic_gross,scaled_foreign_gross,0.8818544869404205,
foreign_gross,tn_domestic_gross,0.8818544854929921,Foreign and domestic grosses are interrelated; optimize both for maximum revenue.
scaled_domestic_gross,scaled_foreign_gross,0.8676760925871798,
domestic_gross,scaled_foreign_gross,0.8676760925871793,
domestic_gross,foreign_gross,0.8676760910440281,Strong interplay between domestic and foreign grosses; coordinate marketing efforts across regions.
foreign_gross,scaled_domestic_gross,0.8676760910440272,
scaled_tn_production_budget,scaled_foreign_gross,0.8411734260645509,
tn_production_budget,scaled_foreign_gross,0.8411734257632629,
foreign_gross,scaled_tn_production_budget,0.841173423340249,
foreign_gross,tn_production_budget,0.8411734230389621,Higher production budgets tend to generate higher foreign grosses; invest wisely in production.
tn_production_budget,scaled_tn_worldwide_gross,0.8036784183903148,
scaled_tn_production_budget,scaled_tn_worldwide_gross,0.8036784182931885,
tn_production_budget,tn_worldwide_gross,0.8036784175735388,Bigger budgets generally lead to higher worldwide gross; ensure budget efficiency.
tn_worldwide_gross,scaled_tn_production_budget,0.803678417476412,
domestic_gross,scaled_tn_production_budget,0.7719986589807176,
scaled_tn_production_budget,scaled_domestic_gross,0.7719986589807157,
domestic_gross,tn_production_budget,0.7719986587708949,Higher domestic grosses often come from larger budgets; align budget with expected domestic performance.
tn_production_budget,scaled_domestic_gross,0.7719986587708938,
tn_domestic_gross,scaled_tn_production_budget,0.7600898835174207,
tn_production_budget,tn_domestic_gross,0.760089883239508,Production budget correlates with domestic gross; allocate budget based on domestic market potential.
scaled_foreign_gross,log_profit,0.730329288080075,
foreign_gross,log_profit,0.7303292857442384,Foreign gross is a key factor in logarithmic profit; enhance foreign market strategies.
tn_domestic_gross,log_profit,0.7227714438247692,Domestic gross contributes significantly to log profit; maintain a robust domestic market.
domestic_gross,log_profit,0.70000913149727,Domestic gross impacts logarithmic profit; ensure strong domestic performance.
scaled_domestic_gross,log_profit,0.7000091314972696,
numvotes,tn_worldwide_gross,0.6979082488668302,Number of votes correlates with worldwide gross; engage audiences to drive votes and gross.
numvotes,scaled_tn_worldwide_gross,0.6979082470577179,
numvotes,domestic_gross,0.691744915374077,Number of votes impacts domestic gross; increase audience engagement domestically.
numvotes,scaled_domestic_gross,0.6917449153740753,
tn_production_budget,scaled_profit,0.6785317229464665,
scaled_profit,scaled_tn_production_budget,0.6785317228265721,
tn_production_budget,profit,0.6785317227412501,Higher production budgets are linked to higher profits; optimize budget allocation.
profit,scaled_tn_production_budget,0.6785317226213561,
numvotes,tn_domestic_gross,0.6713328388911578,Audience engagement through votes influences domestic gross; foster community involvement.
numvotes,profit,0.6623722450705216,Number of votes correlates with profit; engage and expand audience for better profitability.
numvotes,scaled_profit,0.662372243818469,
numvotes,scaled_foreign_gross,0.6523373106199124,
numvotes,foreign_gross,0.6523373091813823,Audience votes drive foreign gross; enhance international audience interaction.
numvotes,tn_production_budget,0.6349632380297351,Production budget correlates with number of votes; budget for marketing to boost engagement.
numvotes,scaled_tn_production_budget,0.6349632379581248,
tn_production_budget,log_profit,0.5979292187109426,Production budget impacts log profit; ensure effective budget use.
scaled_tn_production_budget,log_profit,0.5979292185200458,
scaled_tn_worldwide_gross,log_profit,0.5827942434367347,
tn_worldwide_gross,log_profit,0.582794243307722,Worldwide gross significantly affects log profit; global market focus is crucial.
tn_domestic_gross,roi_perc,0.5568453166224703,
tn_domestic_gross,profit_proportion,0.5568453153229439,Domestic gross impacts ROI; maximize domestic revenue for better returns.
scaled_profit,log_profit,0.5454152728036284,
profit,log_profit,0.5454152723987147,Profit and log profit are strongly related; both are key performance indicators.
numvotes,log_profit,0.5114896203379092,Audience votes correlate with log profit; focus on engaging content to increase profitability.
tn_production_budget,isgenre_adventure,0.5027490503250772,Adventure films often require higher budgets; allocate resources accordingly.
isgenre_adventure,scaled_tn_production_budget,0.502749050092651,
domestic_gross,roi_perc,0.5021377420982029,
roi_perc,scaled_domestic_gross,0.5021377420982016,
profit_proportion,scaled_domestic_gross,0.5021377417036575,
domestic_gross,profit_proportion,0.5021377417036572,Domestic gross influences ROI; strengthen domestic market strategies.
isgenre_adventure,scaled_foreign_gross,0.5007847772492008,
foreign_gross,isgenre_adventure,0.5007847755338113,Adventure genres perform well internationally; invest in high-quality adventure films.
roi_perc,scaled_profit,0.4842196212185351,
profit,roi_perc,0.48421962103696065,
profit_proportion,scaled_profit,0.4842196208107249,
profit,profit_proportion,0.48421962062915186,Higher profits lead to better ROI; focus on profitable projects.
foreign_gross,roi_perc,0.46918968534764127,
roi_perc,scaled_foreign_gross,0.4691896852669116,
foreign_gross,profit_proportion,0.46918968361971375,Foreign gross impacts ROI; international success is crucial for high returns.
profit_proportion,scaled_foreign_gross,0.4691896835389838,
tn_domestic_gross,isgenre_adventure,0.4649248126071722,Adventure films do well domestically; invest in adventure genres for local markets.
domestic_gross,isgenre_adventure,0.44962198876805903,Adventure genres boost domestic gross; prioritize adventure film production.
isgenre_adventure,scaled_domestic_gross,0.449621988768059,
tn_worldwide_gross,roi_perc,0.4440543912193329,
roi_perc,scaled_tn_worldwide_gross,0.4440543909644453,
tn_worldwide_gross,profit_proportion,0.4440543907799136,Worldwide gross drives ROI; aim for global box office success.
profit_proportion,scaled_tn_worldwide_gross,0.4440543905250251,
roi_perc,log_profit,0.41485858819662336,
profit_proportion,log_profit,0.41485858759586797,ROI and log profit are related; improving profit boosts ROI.
isgenre_animation,isgenre_adventure,0.4067795184889101,
isgenre_adventure,scaled_tn_worldwide_gross,0.39624123143779394,
tn_worldwide_gross,isgenre_adventure,0.3962412308947241,Adventure films contribute to worldwide gross; global market strategies should include adventure genres.
isgenre_adventure,log_profit,0.3716024559665019,Adventure films contribute to log profit; invest in high-quality adventure films.
tn_production_budget,isgenre_action,0.3668817430826542,Action films require larger budgets; plan budget allocation to support action films.
isgenre_action,scaled_tn_production_budget,0.36688174297126996,
isgenre_action,scaled_foreign_gross,0.3552845991041767,
foreign_gross,isgenre_action,0.35528459878318913,Action genres perform well internationally; consider action films for foreign markets.
numvotes,profit_proportion,0.3545020762071301,Audience engagement through votes enhances ROI; encourage audience participation.
numvotes,roi_perc,0.3545020760288321,
averagerating,tn_domestic_gross,0.339472873420081,Higher average ratings correlate with domestic gross; focus on quality to boost ratings.
runtime_minutes,foreign_gross,0.3394276855567931,Longer runtimes are linked to higher foreign gross; consider runtime when targeting international markets.
runtime_minutes,scaled_foreign_gross,0.33942768501373255,
isgenre_sci-fi,scaled_foreign_gross,0.33842381542466904,
foreign_gross,isgenre_sci-fi,0.3384238134704264,Sci-fi films perform well internationally; target foreign markets for sci-fi releases.
isgenre_adventure,scaled_profit,0.33149349245316856,
profit,isgenre_adventure,0.3314934923666845,Adventure genres contribute to profit; continue investing in adventure films.
domestic_gross,isgenre_sci-fi,0.31962826620391277,Sci-fi films boost domestic gross; prioritize sci-fi production for domestic audiences.
isgenre_sci-fi,scaled_domestic_gross,0.3196282662039125,
runtime_minutes,tn_domestic_gross,0.3137570577616033,Longer runtimes are linked to domestic gross; consider runtime strategies.
isgenre_adventure,isgenre_action,0.31232975751271946,
tn_domestic_gross,isgenre_sci-fi,0.31168037856571906,Sci-fi films perform well domestically; invest in sci-fi genre for local success.
isgenre_action,log_profit,0.3058812765256687,Action films contribute to log profit; prioritize action genres.
averagerating,numvotes,0.30508022859098444,Higher ratings correlate with more votes; ensure quality to drive audience engagement.
isgenre_mystery,isgenre_horror,0.2979475600120726,
averagerating,domestic_gross,0.2937653452620736,Higher average ratings boost domestic gross; focus on film quality.
averagerating,scaled_domestic_gross,0.29376534526207343,
tn_domestic_gross,isgenre_action,0.2912184611383036,Action films drive domestic gross; focus on action films for local markets.
averagerating,scaled_foreign_gross,0.28105922085746454,
averagerating,foreign_gross,0.2810592194873132,Higher ratings drive foreign gross; ensure high-quality films.
numvotes,isgenre_sci-fi,0.2777232566830786,Sci-fi films receive more votes; engage audiences with sci-fi content.
isgenre_action,scaled_tn_worldwide_gross,0.27703637339287696,
tn_worldwide_gross,isgenre_action,0.2770363729457892,Action films drive worldwide gross; prioritize action genres for global markets.
numvotes,isgenre_adventure,0.2703908958398293,Adventure films receive more votes; encourage audience engagement with adventure genres.
runtime_minutes,averagerating,0.2701718567056528,Longer runtimes correlate with higher ratings; consider runtime strategies.
runtime_minutes,numvotes,0.26743616264124354,Longer runtimes correlate with more votes; consider runtime to engage audiences.
runtime_minutes,scaled_tn_production_budget,0.264617012238627,
runtime_minutes,tn_production_budget,0.2646170120110792,Longer runtimes often require higher budgets; plan budget for longer films.
domestic_gross,isgenre_action,0.2619333393676949,Action films boost domestic gross; invest in action genres.
isgenre_action,scaled_domestic_gross,0.26193333936769475,
isgenre_sci-fi,scaled_tn_production_budget,0.2503196779629874,
tn_production_budget,isgenre_sci-fi,0.25031967754979356,Sci-fi films require higher budgets; allocate resources accordingly.
numvotes,isgenre_action,0.24999277830096123,Action films receive more votes; promote audience engagement with action genres.
isgenre_history,isgenre_biography,0.2356596672107666,
runtime_minutes,isgenre_drama,0.23336944947535063,Drama films tend to have longer runtimes; consider runtime in drama productions.
tn_domestic_gross,isgenre_animation,0.23053678065077282,Animation films perform well domestically; focus on animation genres.
tn_worldwide_gross,isgenre_sci-fi,0.22944075837791816,Sci-fi films contribute to worldwide gross; target global markets.
isgenre_sci-fi,scaled_tn_worldwide_gross,0.2294407576754696,
runtime_minutes,scaled_tn_worldwide_gross,0.22924335635154375,
runtime_minutes,tn_worldwide_gross,0.22924335585336522,Longer runtimes drive worldwide gross; consider runtime strategies for global markets.
runtime_minutes,isgenre_action,0.22717096964382855,Action films tend to have longer runtimes; plan accordingly.
isgenre_action,scaled_profit,0.22694493693043405,
profit,isgenre_action,0.2269449369150145,Action films contribute to profit; invest in action genres.
runtime_minutes,log_profit,0.22558069803802797,Longer runtimes are linked to log profit; invest in longer films for better returns.
runtime_minutes,domestic_gross,0.22278326162582285,Longer runtimes boost domestic gross; plan runtime accordingly.
runtime_minutes,scaled_domestic_gross,0.22278326162582274,
isgenre_drama,isgenre_biography,0.2181831078039727,
isgenre_animation,scaled_domestic_gross,0.21748513230458238,
domestic_gross,isgenre_animation,0.21748513230458238,Animation films boost domestic gross; prioritize animation production.
averagerating,profit_proportion,0.21604382438410247,Higher ratings improve ROI; ensure high film quality.
averagerating,roi_perc,0.21604382436473157,
averagerating,isgenre_drama,0.2149202591096235,Higher ratings are associated with drama films; focus on quality in drama genres.
isgenre_sci-fi,scaled_profit,0.2047403683777562,
profit,isgenre_sci-fi,0.20474036775965623,Sci-fi films contribute to profit; invest in sci-fi genres.
tn_production_budget,roi_perc,0.20391275659151936,
roi_perc,scaled_tn_production_budget,0.2039127565787983,
tn_production_budget,profit_proportion,0.2039127561621682,Higher production budgets are linked to ROI; optimize budget allocation.
profit_proportion,scaled_tn_production_budget,0.20391275614944676,
runtime_minutes,profit,0.1998633537526685,
runtime_minutes,scaled_profit,0.19986335341675537,
isgenre_animation,scaled_foreign_gross,0.18993085586908437,
foreign_gross,isgenre_animation,0.18993085367420406,
isgenre_sci-fi,log_profit,0.18849533318852213,
averagerating,tn_worldwide_gross,0.18301476659526072,
averagerating,scaled_tn_worldwide_gross,0.1830147664758703,
averagerating,profit,0.18038340858435437,
averagerating,scaled_profit,0.18038340856131077,
isgenre_drama,isgenre_history,0.17790596879276238,
isgenre_animation,log_profit,0.16486403613967976,
isgenre_sci-fi,isgenre_action,0.1638524651604024,
isgenre_crime,isgenre_action,0.16062773690789237,
averagerating,isgenre_biography,0.1548519470740716,
tn_production_budget,isgenre_animation,0.15429577881034326,
isgenre_animation,scaled_tn_production_budget,0.15429577850268777,
averagerating,isgenre_documentary,0.15083709290372432,
isgenre_horror,isgenre_thriller,0.14968955982088591,
tn_production_budget,isgenre_fantasy,0.14961187773676915,
isgenre_fantasy,scaled_tn_production_budget,0.1496118773365275,
averagerating,log_profit,0.14895037804784148,
averagerating,scaled_tn_production_budget,0.14528318557043032,
averagerating,tn_production_budget,0.14528318547810562,
runtime_minutes,isgenre_history,0.1451116230654389,
isgenre_animation,isgenre_comedy,0.14386422655897843,
runtime_minutes,roi_perc,0.13963683020935766,
runtime_minutes,profit_proportion,0.13963682950965045,
isgenre_drama,isgenre_romance,0.12949765143887015,
isgenre_adventure,isgenre_fantasy,0.12859356788151285,
isgenre_mystery,isgenre_thriller,0.12858940501751348,
isgenre_animation,scaled_tn_worldwide_gross,0.12642423313503082,
tn_worldwide_gross,isgenre_animation,0.1264242315720057,
profit_proportion,isgenre_adventure,0.12373644792600842,
roi_perc,isgenre_adventure,0.12373644750389483,
isgenre_family,scaled_domestic_gross,0.12165676185721881,
domestic_gross,isgenre_family,0.1216567618572188,
isgenre_comedy,isgenre_romance,0.12154451631917987,
isgenre_fantasy,scaled_foreign_gross,0.1197340726274056,
foreign_gross,isgenre_fantasy,0.11973407262181014,
isgenre_family,isgenre_adventure,0.11739332745969482,
tn_worldwide_gross,isgenre_fantasy,0.11229352129741706,
isgenre_fantasy,scaled_tn_worldwide_gross,0.11229352072362246,
tn_domestic_gross,isgenre_family,0.11091134713622242,
isgenre_fantasy,log_profit,0.10986832958364881,
isgenre_animation,scaled_profit,0.10768198370534272,
profit,isgenre_animation,0.10768198196910822,
isgenre_music,isgenre_biography,0.1059995734147636,
runtime_minutes,isgenre_biography,0.10515455633779129,
isgenre_adventure,isgenre_sci-fi,0.10318600587396218,
isgenre_family,isgenre_fantasy,0.10143036967634794,
tn_domestic_gross,isgenre_thriller,-0.10041658103164114,
tn_domestic_gross,isgenre_mystery,-0.10323088114428361,
isgenre_comedy,isgenre_crime,-0.10380216207894231,
isgenre_biography,isgenre_horror,-0.10436143530930223,
isgenre_horror,isgenre_romance,-0.10481974675362526,
start_year,profit_proportion,-0.10492003110852,
start_year,roi_perc,-0.10492003119441207,
isgenre_action,isgenre_music,-0.10516114150942363,
isgenre_horror,scaled_domestic_gross,-0.10628621078712268,
domestic_gross,isgenre_horror,-0.10628621078712294,
isgenre_horror,scaled_tn_production_budget,-0.10658106261725643,
tn_production_budget,isgenre_horror,-0.1065810626894573,
isgenre_drama,isgenre_horror,-0.10698385249877569,
isgenre_adventure,isgenre_biography,-0.10956149588492012,
isgenre_adventure,isgenre_history,-0.11051834479265395,
isgenre_horror,scaled_foreign_gross,-0.11099095836533296,
foreign_gross,isgenre_horror,-0.11099095839309811,
isgenre_crime,isgenre_fantasy,-0.11240577141723525,
isgenre_fantasy,isgenre_thriller,-0.11257511982938082,
isgenre_comedy,scaled_foreign_gross,-0.11315786040116012,
foreign_gross,isgenre_comedy,-0.11315786043297826,
isgenre_biography,isgenre_thriller,-0.11408439251480895,
isgenre_biography,scaled_domestic_gross,-0.11549557518676855,
domestic_gross,isgenre_biography,-0.11549557518676856,
isgenre_action,isgenre_documentary,-0.1165098936067184,
isgenre_romance,isgenre_thriller,-0.11662789026546387,
foreign_gross,isgenre_crime,-0.11780168886348534,
isgenre_crime,scaled_foreign_gross,-0.1178016892409488,
isgenre_romance,scaled_tn_production_budget,-0.11788771436805362,
tn_production_budget,isgenre_romance,-0.11788771451517253,
isgenre_animation,isgenre_crime,-0.11833700594560216,
isgenre_crime,scaled_domestic_gross,-0.11905814228268437,
domestic_gross,isgenre_crime,-0.11905814228268453,
isgenre_action,isgenre_horror,-0.12047420861215685,
isgenre_drama,isgenre_thriller,-0.12116642441957806,
tn_domestic_gross,isgenre_romance,-0.12170350411149201,
isgenre_animation,isgenre_thriller,-0.12232721931434808,
runtime_minutes,isgenre_horror,-0.12302306931410728,
isgenre_romance,scaled_domestic_gross,-0.12358822176788976,
domestic_gross,isgenre_romance,-0.12358822176788987,
tn_domestic_gross,isgenre_biography,-0.12385674176051499,
isgenre_comedy,isgenre_documentary,-0.12636487323295803,
tn_domestic_gross,isgenre_crime,-0.12768741179153123,
isgenre_comedy,isgenre_sci-fi,-0.1277643343070253,
runtime_minutes,isgenre_comedy,-0.1301208209356717,
isgenre_drama,isgenre_sci-fi,-0.1322845645615011,
isgenre_comedy,isgenre_biography,-0.1325665053985927,
tn_domestic_gross,isgenre_horror,-0.13437398469706327,
isgenre_mystery,isgenre_action,-0.1348123922200898,
isgenre_crime,isgenre_romance,-0.1356070212730764,
isgenre_drama,log_profit,-0.13577398872073812,
isgenre_family,isgenre_action,-0.13723886824855916,
foreign_gross,isgenre_romance,-0.1397346571159828,
isgenre_romance,scaled_foreign_gross,-0.1397346577375966,
isgenre_action,isgenre_biography,-0.1434695355049351,
isgenre_mystery,isgenre_adventure,-0.1446771719085048,
isgenre_adventure,isgenre_horror,-0.14718887139940295,
isgenre_comedy,isgenre_horror,-0.14849095451278335,
isgenre_comedy,isgenre_history,-0.15115828357912664,
isgenre_comedy,isgenre_mystery,-0.15305541390803226,
isgenre_adventure,isgenre_thriller,-0.15402756546600604,
foreign_gross,isgenre_biography,-0.15420887738046962,
isgenre_biography,scaled_foreign_gross,-0.1542088779919084,
isgenre_drama,scaled_profit,-0.15648283914412953,
profit,isgenre_drama,-0.15648283952614003,
isgenre_crime,isgenre_adventure,-0.15842387439964276,
isgenre_adventure,isgenre_romance,-0.1674420467369143,
averagerating,isgenre_horror,-0.1674750955645537,
isgenre_comedy,isgenre_action,-0.17319677443849646,
isgenre_documentary,log_profit,-0.17820280753519102,
isgenre_drama,scaled_tn_worldwide_gross,-0.18004205904380968,
tn_worldwide_gross,isgenre_drama,-0.1800420592197586,
isgenre_drama,isgenre_documentary,-0.18862735204985556,
isgenre_action,isgenre_romance,-0.19755090248546567,
runtime_minutes,isgenre_animation,-0.20069545517329704,
runtime_minutes,isgenre_documentary,-0.20125652275222017,Documentary films tend to have shorter runtimes; plan runtime strategies.
isgenre_drama,scaled_tn_production_budget,-0.20974635162705957,
tn_production_budget,isgenre_drama,-0.20974635183554374,Drama films tend to have lower budgets; plan budget allocation accordingly.
isgenre_comedy,isgenre_drama,-0.22582119822912605,
isgenre_drama,isgenre_action,-0.2262470946004672,
isgenre_animation,isgenre_drama,-0.23824341662919996,
isgenre_comedy,isgenre_thriller,-0.25924199203848286,
tn_domestic_gross,isgenre_drama,-0.2727059258489136,Drama films tend to perform lower in domestic markets; strategize accordingly.
isgenre_drama,scaled_domestic_gross,-0.29231024802853117,
domestic_gross,isgenre_drama,-0.29231024802853156,Drama films have lower domestic gross; consider market preferences.
foreign_gross,isgenre_drama,-0.30000390187939746,Drama films have lower foreign gross; adjust international marketing strategies.
isgenre_drama,scaled_foreign_gross,-0.30000390363946106,
isgenre_drama,isgenre_adventure,-0.31967494173539224,
